time,P,G(i),H_sun,T2m,WS10m,Int
20191004:1610,28807000.0,386.73,19.03,28.2,3.03,0.0
20191004:1710,6731000.0,121.31,7.84,27.2,2.97,0.0
20191004:1810,0.0,0.0,0.0,25.42,2.14,0.0
20191004:1910,0.0,0.0,0.0,24.02,1.79,0.0
20191004:2010,0.0,0.0,0.0,22.19,1.72,0.0
20191004:2110,0.0,0.0,0.0,20.4,1.66,0.0
20191004:2210,0.0,0.0,0.0,19.11,1.52,0.0
20191004:2310,0.0,0.0,0.0,18.36,1.38,0.0
20191005:0010,0.0,0.0,0.0,17.79,1.31,0.0
20191005:0110,0.0,0.0,0.0,17.24,1.31,0.0
20191005:0210,0.0,0.0,0.0,17.28,1.1,0.0
20191005:0310,0.0,0.0,0.0,17.99,0.69,0.0
20191005:0410,0.0,0.0,0.0,17.55,0.48,0.0
20191005:0510,0.0,0.0,0.0,16.83,0.76,0.0
20191005:0610,0.0,0.0,0.0,15.66,0.97,0.0
20191005:0710,15217000.0,210.04,9.8,15.05,0.69,0.0
20191005:0810,38342000.0,488.45,20.84,17.87,0.14,0.0
20191005:0910,55023000.0,719.04,30.9,21.22,0.41,0.0
20191005:1010,65467000.0,876.74,39.27,23.3,0.83,0.0
20191005:1110,74917000.0,1023.24,44.9,24.94,1.31,0.0
20191005:1210,74934000.0,1024.07,46.64,26.27,1.66,0.0
20191005:1310,69890000.0,942.79,44.06,27.34,2.07,0.0
20191005:1410,62671000.0,831.23,37.79,28.01,2.48,0.0
20191005:1510,48432000.0,632.3,29.01,28.17,2.76,0.0
20191005:1610,27183000.0,364.66,18.71,27.8,2.97,0.0
20191005:1710,5204000.0,93.19,7.54,26.79,3.1,0.0
20191005:1810,0.0,0.0,0.0,25.19,2.62,0.0
20191005:1910,0.0,0.0,0.0,23.66,2.48,0.0
20191005:2010,0.0,0.0,0.0,22.38,2.28,0.0
20191005:2110,0.0,0.0,0.0,21.19,2.07,0.0
20191005:2210,0.0,0.0,0.0,19.98,1.79,0.0
20191005:2310,0.0,0.0,0.0,18.65,1.66,0.0
20191006:0010,0.0,0.0,0.0,17.51,1.66,0.0
20191006:0110,0.0,0.0,0.0,16.79,1.52,0.0
20191006:0210,0.0,0.0,0.0,17.14,1.1,0.0
20191006:0310,0.0,0.0,0.0,18.02,0.69,0.0
20191006:0410,0.0,0.0,0.0,17.57,0.76,0.0
20191006:0510,0.0,0.0,0.0,17.01,0.83,0.0
20191006:0610,0.0,0.0,0.0,16.72,0.69,0.0
20191006:0710,14975000.0,207.49,9.6,15.66,0.55,0.0
20191006:0810,38863000.0,494.63,20.62,17.8,0.21,0.0
20191006:0910,54627000.0,710.64,30.65,21.48,0.69,0.0
20191006:1010,66165000.0,886.64,38.97,23.73,0.97,0.0
20191006:1110,74158000.0,1020.04,44.54,25.46,1.1,0.0
20191006:1210,73407000.0,1019.57,46.26,26.92,1.03,0.0
20191006:1310,56999000.0,766.97,43.67,28.12,1.31,0.0
20191006:1410,61680000.0,826.87,37.43,28.88,2.0,0.0
20191006:1510,47782000.0,628.02,28.67,29.15,2.55,0.0
20191006:1610,19581000.0,266.53,18.39,28.76,3.03,0.0
20191006:1710,4273000.0,78.26,7.23,27.75,3.17,0.0
20191006:1810,0.0,0.0,0.0,25.79,2.76,0.0
20191006:1910,0.0,0.0,0.0,24.15,2.83,0.0
20191006:2010,0.0,0.0,0.0,22.77,2.76,0.0
20191006:2110,0.0,0.0,0.0,21.66,2.41,0.0
20191006:2210,0.0,0.0,0.0,20.67,2.21,0.0
20191006:2310,0.0,0.0,0.0,19.66,2.07,0.0
20191007:0010,0.0,0.0,0.0,18.5,1.86,0.0
20191007:0110,0.0,0.0,0.0,17.54,1.66,0.0
20191007:0210,0.0,0.0,0.0,17.35,1.45,0.0
20191007:0310,0.0,0.0,0.0,18.01,1.03,0.0
20191007:0410,0.0,0.0,0.0,17.05,1.17,0.0
20191007:0510,0.0,0.0,0.0,15.8,1.45,0.0
20191007:0610,0.0,0.0,0.0,14.82,1.72,0.0
20191007:0710,12757000.0,178.66,9.4,16.2,1.1,0.0
20191007:0810,37474000.0,474.39,20.4,18.64,0.9,0.0
20191007:0910,54533000.0,697.1,30.39,22.3,2.07,0.0
20191007:1010,65235000.0,851.62,38.67,24.37,2.48,0.0
20191007:1110,74209000.0,995.73,44.19,26.05,2.34,0.0
20191007:1210,74257000.0,1002.59,45.87,27.63,2.55,0.0
20191007:1310,68756000.0,921.06,43.28,28.78,2.83,0.0
20191007:1410,61579000.0,816.36,37.06,29.5,2.97,0.0
20191007:1510,45390000.0,594.62,28.33,29.71,3.03,0.0
20191007:1610,24879000.0,337.35,18.07,29.41,3.03,0.0
20191007:1710,4991000.0,92.98,6.93,28.67,2.76,0.0
20191007:1810,0.0,0.0,0.0,27.02,2.14,0.0
20191007:1910,0.0,0.0,0.0,25.73,2.07,0.0
20191007:2010,0.0,0.0,0.0,24.08,1.86,0.0
20191007:2110,0.0,0.0,0.0,22.2,1.72,0.0
20191007:2210,0.0,0.0,0.0,20.73,1.66,0.0
20191007:2310,0.0,0.0,0.0,19.96,1.52,0.0
20191008:0010,0.0,0.0,0.0,19.86,1.31,0.0
20191008:0110,0.0,0.0,0.0,19.82,1.24,0.0
20191008:0210,0.0,0.0,0.0,19.76,1.17,0.0
20191008:0310,0.0,0.0,0.0,19.01,1.31,0.0
20191008:0410,0.0,0.0,0.0,17.88,1.52,0.0
20191008:0510,0.0,0.0,0.0,17.1,1.59,0.0
20191008:0610,0.0,0.0,0.0,16.9,1.52,0.0
20191008:0710,13574000.0,188.88,9.21,15.8,1.45,0.0
20191008:0810,36908000.0,468.98,20.18,19.45,0.9,0.0
20191008:0910,52034000.0,678.78,30.13,23.88,1.03,0.0
20191008:1010,63706000.0,856.88,38.36,26.61,1.31,0.0
20191008:1110,71189000.0,986.7,43.84,28.28,1.17,0.0
20191008:1210,69324000.0,971.16,45.49,29.4,0.9,0.0
20191008:1310,66803000.0,933.37,42.9,30.21,0.9,0.0
20191008:1410,58639000.0,802.43,36.7,30.73,1.1,0.0
20191008:1510,44492000.0,596.59,28.0,30.9,1.31,0.0
20191008:1610,26451000.0,363.7,17.76,30.66,1.59,0.0
20191008:1710,5447000.0,103.64,6.63,29.98,1.79,0.0
20191008:1810,0.0,0.0,0.0,28.4,1.79,0.0
20191008:1910,0.0,0.0,0.0,26.78,1.86,0.0
20191008:2010,0.0,0.0,0.0,24.79,2.07,0.0
20191008:2110,0.0,0.0,0.0,22.88,1.86,0.0
20191008:2210,0.0,0.0,0.0,21.24,1.66,0.0
20191008:2310,0.0,0.0,0.0,20.06,1.59,0.0
20191009:0010,0.0,0.0,0.0,19.22,1.59,0.0
20191009:0110,0.0,0.0,0.0,18.5,1.52,0.0
20191009:0210,0.0,0.0,0.0,17.49,1.59,0.0
20191009:0310,0.0,0.0,0.0,16.65,1.52,0.0
20191009:0410,0.0,0.0,0.0,16.03,1.45,0.0
20191009:0510,0.0,0.0,0.0,15.7,1.24,0.0
20191009:0610,0.0,0.0,0.0,15.55,1.1,0.0
20191009:0710,13398000.0,186.64,9.01,15.51,1.03,0.0
20191009:0810,37165000.0,472.64,19.95,19.62,0.9,0.0
20191009:0910,53400000.0,696.16,29.88,23.49,1.03,0.0
20191009:1010,64465000.0,863.71,38.06,25.74,1.31,0.0
20191009:1110,72399000.0,994.62,43.48,27.53,1.45,0.0
20191009:1210,71325000.0,979.45,45.1,28.96,1.79,0.0
20191009:1310,68506000.0,932.64,42.51,30.0,2.21,0.0
20191009:1410,59455000.0,794.54,36.33,30.47,2.55,0.0
20191009:1510,44750000.0,589.73,27.66,30.47,2.76,0.0
20191009:1610,25976000.0,354.03,17.44,30.07,2.83,0.0
20191009:1710,4740000.0,91.14,6.33,29.19,2.9,0.0
20191009:1810,0.0,0.0,0.0,27.51,2.34,0.0
20191009:1910,0.0,0.0,0.0,26.27,2.28,0.0
20191009:2010,0.0,0.0,0.0,24.73,2.21,0.0
20191009:2110,0.0,0.0,0.0,23.32,2.07,0.0
20191009:2210,0.0,0.0,0.0,21.84,1.79,0.0
20191009:2310,0.0,0.0,0.0,20.47,1.59,0.0
20191010:0010,0.0,0.0,0.0,20.17,1.17,0.0
20191010:0110,0.0,0.0,0.0,21.15,0.76,0.0
20191010:0210,0.0,0.0,0.0,20.79,0.48,0.0
20191010:0310,0.0,0.0,0.0,20.41,0.28,0.0
20191010:0410,0.0,0.0,0.0,19.98,0.34,0.0
20191010:0510,0.0,0.0,0.0,19.23,0.9,0.0
20191010:0610,0.0,0.0,0.0,17.24,1.31,0.0
20191010:0710,12935000.0,181.84,8.81,16.98,1.17,0.0
20191010:0810,36086000.0,460.55,19.73,19.82,0.62,0.0
20191010:0910,53221000.0,691.74,29.62,23.62,1.24,0.0
20191010:1010,65413000.0,865.8,37.75,25.77,2.07,0.0
20191010:1110,73252000.0,989.56,43.13,27.33,2.28,0.0
20191010:1210,71698000.0,974.14,44.72,28.42,2.21,0.0
20191010:1310,67840000.0,920.33,42.13,29.17,2.07,0.0
20191010:1410,57633000.0,770.62,35.97,29.6,2.0,0.0
20191010:1510,43798000.0,578.63,27.33,29.69,2.0,0.0
20191010:1610,26964000.0,368.18,17.13,29.43,2.07,0.0
20191010:1710,4158000.0,80.55,6.04,28.3,2.21,0.0
20191010:1810,0.0,0.0,0.0,26.97,2.0,0.0
20191010:1910,0.0,0.0,0.0,25.54,1.1,0.0
20191010:2010,0.0,0.0,0.0,24.0,1.17,0.0
20191010:2110,0.0,0.0,0.0,22.64,1.31,0.0
20191010:2210,0.0,0.0,0.0,21.34,1.45,0.0
20191010:2310,0.0,0.0,0.0,20.18,1.45,0.0
20191011:0010,0.0,0.0,0.0,19.14,1.45,0.0
20191011:0110,0.0,0.0,0.0,18.27,1.38,0.0
20191011:0210,0.0,0.0,0.0,17.5,1.45,0.0
20191011:0310,0.0,0.0,0.0,17.11,1.24,0.0
20191011:0410,0.0,0.0,0.0,17.49,0.76,0.0
20191011:0510,0.0,0.0,0.0,16.98,0.69,0.0
20191011:0610,0.0,0.0,0.0,16.45,0.69,0.0
20191011:0710,12438000.0,175.55,8.61,16.85,0.69,0.0
20191011:0810,33963000.0,433.81,19.51,19.32,0.28,0.0
20191011:0910,48448000.0,627.06,29.35,22.2,0.69,0.0
20191011:1010,63462000.0,842.82,37.44,24.22,1.24,0.0
20191011:1110,62195000.0,827.38,42.78,25.97,1.72,0.0
20191011:1210,59908000.0,798.92,44.34,27.33,1.86,0.0
20191011:1310,54320000.0,719.95,41.75,28.3,2.07,0.0
20191011:1410,42051000.0,550.22,35.61,28.84,2.48,0.0
20191011:1510,27469000.0,360.22,27.0,28.53,2.97,0.0
20191011:1610,13072000.0,182.86,16.83,27.91,3.24,0.0
20191011:1710,1736000.0,37.36,5.75,27.01,3.1,0.0
20191011:1810,0.0,0.0,0.0,25.51,2.97,0.0
20191011:1910,0.0,0.0,0.0,24.46,2.14,0.0
20191011:2010,0.0,0.0,0.0,23.44,1.59,0.0
20191011:2110,0.0,0.0,0.0,22.58,1.24,0.0
20191011:2210,0.0,0.0,0.0,21.58,1.31,0.0
20191011:2310,0.0,0.0,0.0,20.73,1.31,0.0
20191012:0010,0.0,0.0,0.0,20.19,1.17,0.0
20191012:0110,0.0,0.0,0.0,19.72,0.97,0.0
20191012:0210,0.0,0.0,0.0,19.04,1.03,0.0
20191012:0310,0.0,0.0,0.0,18.47,1.24,0.0
20191012:0410,0.0,0.0,0.0,18.22,1.59,0.0
20191012:0510,0.0,0.0,0.0,18.04,1.93,0.0
20191012:0610,0.0,0.0,0.0,17.84,1.93,0.0
20191012:0710,2690000.0,47.8,8.41,17.42,1.17,0.0
20191012:0810,16932000.0,222.26,19.28,20.31,1.03,0.0
20191012:0910,36258000.0,464.89,29.09,23.4,1.31,0.0
20191012:1010,64238000.0,856.19,37.14,25.41,1.45,0.0
20191012:1110,63523000.0,851.15,42.43,26.73,1.66,0.0
20191012:1210,32844000.0,431.86,43.96,27.78,1.66,0.0
20191012:1310,44184000.0,571.26,41.37,26.39,2.76,0.0
20191012:1410,63883000.0,844.98,35.26,25.2,1.66,0.0
20191012:1510,43368000.0,569.05,26.67,25.91,0.9,0.0
20191012:1610,26970000.0,364.64,16.52,26.33,1.45,0.0
20191012:1710,3242000.0,66.33,5.46,25.72,1.17,0.0
20191012:1810,0.0,0.0,0.0,24.78,0.41,0.0
20191012:1910,0.0,0.0,0.0,23.93,0.62,0.0
20191012:2010,0.0,0.0,0.0,21.87,1.31,0.0
20191012:2110,0.0,0.0,0.0,20.1,1.79,0.0
20191012:2210,0.0,0.0,0.0,19.26,2.34,0.0
20191012:2310,0.0,0.0,0.0,18.93,2.69,0.0
20191013:0010,0.0,0.0,0.0,18.28,2.55,0.0
20191013:0110,0.0,0.0,0.0,17.59,2.14,0.0
20191013:0210,0.0,0.0,0.0,16.87,1.79,0.0
20191013:0310,0.0,0.0,0.0,16.14,1.72,0.0
20191013:0410,0.0,0.0,0.0,15.72,1.79,0.0
20191013:0510,0.0,0.0,0.0,15.4,1.79,0.0
20191013:0610,0.0,0.0,0.0,14.91,1.72,0.0
20191013:0710,13098000.0,182.09,8.2,14.7,1.24,0.0
20191013:0810,36595000.0,456.61,19.05,17.08,1.59,0.0
20191013:0910,54126000.0,679.88,28.83,19.09,2.14,0.0
20191013:1010,69109000.0,886.96,36.83,21.33,2.9,0.0
20191013:1110,74933000.0,974.5,42.08,23.37,3.52,0.0
20191013:1210,75338000.0,985.88,43.58,24.94,3.79,0.0
20191013:1310,70904000.0,924.4,41.0,26.13,4.07,0.0
20191013:1410,60833000.0,784.75,34.91,26.81,4.21,0.0
20191013:1510,45857000.0,588.55,26.34,27.06,4.14,0.0
20191013:1610,25180000.0,337.27,16.22,26.83,4.0,0.0
20191013:1710,3407000.0,70.82,5.17,26.13,3.45,0.0
20191013:1810,0.0,0.0,0.0,24.8,2.41,0.0
20191013:1910,0.0,0.0,0.0,23.8,1.93,0.0
20191013:2010,0.0,0.0,0.0,22.28,1.72,0.0
20191013:2110,0.0,0.0,0.0,20.66,1.72,0.0
20191013:2210,0.0,0.0,0.0,19.39,1.79,0.0
20191013:2310,0.0,0.0,0.0,18.47,2.0,0.0
20191014:0010,0.0,0.0,0.0,18.0,2.21,0.0
20191014:0110,0.0,0.0,0.0,17.82,2.41,0.0
20191014:0210,0.0,0.0,0.0,18.06,3.1,0.0
20191014:0310,0.0,0.0,0.0,17.94,3.79,0.0
20191014:0410,0.0,0.0,0.0,17.32,4.14,0.0
20191014:0510,0.0,0.0,0.0,16.95,4.76,0.0
20191014:0610,0.0,0.0,0.0,16.18,4.83,0.0
20191014:0710,2598000.0,46.24,8.0,15.69,3.93,0.0
20191014:0810,8278000.0,115.49,18.82,16.08,4.21,0.0
20191014:0910,43647000.0,529.53,28.57,16.98,4.9,0.0
20191014:1010,58246000.0,713.56,36.52,17.9,4.97,0.0
20191014:1110,27579000.0,344.58,41.72,19.01,5.03,0.0
20191014:1210,52792000.0,645.73,43.21,18.15,5.59,0.0
20191014:1310,17096000.0,220.12,40.62,17.75,5.1,0.0
20191014:1410,21612000.0,273.54,34.56,18.62,4.83,0.0
20191014:1510,14050000.0,185.24,26.02,19.21,5.24,0.0
20191014:1610,1703000.0,34.3,15.92,19.4,5.59,0.0
20191014:1710,333000.0,12.98,4.89,17.79,5.52,0.0
20191014:1810,0.0,0.0,0.0,14.45,4.41,0.0
20191014:1910,0.0,0.0,0.0,13.53,3.66,0.0
20191014:2010,0.0,0.0,0.0,12.92,3.45,0.0
20191014:2110,0.0,0.0,0.0,12.15,3.79,0.0
20191014:2210,0.0,0.0,0.0,11.47,3.24,0.0
20191014:2310,0.0,0.0,0.0,10.98,2.97,0.0
20191015:0010,0.0,0.0,0.0,10.43,2.76,0.0
20191015:0110,0.0,0.0,0.0,10.03,2.76,0.0
20191015:0210,0.0,0.0,0.0,9.52,2.55,0.0
20191015:0310,0.0,0.0,0.0,9.09,2.41,0.0
20191015:0410,0.0,0.0,0.0,8.63,2.28,0.0
20191015:0510,0.0,0.0,0.0,8.24,2.07,0.0
20191015:0610,0.0,0.0,0.0,7.87,1.86,0.0
20191015:0710,14265000.0,191.0,7.79,7.89,1.86,0.0
20191015:0810,39353000.0,470.19,18.59,9.08,2.28,0.0
20191015:0910,56868000.0,687.44,28.3,10.85,2.07,0.0
20191015:1010,72494000.0,901.65,36.21,12.74,2.21,0.0
20191015:1110,75768000.0,958.81,41.38,14.52,2.21,0.0
20191015:1210,77399000.0,993.94,42.83,15.93,2.0,0.0
20191015:1310,72085000.0,923.23,40.25,17.07,1.93,0.0
20191015:1410,60424000.0,759.0,34.21,17.81,2.28,0.0
20191015:1510,46292000.0,575.77,25.7,17.98,2.34,0.0
20191015:1610,27896000.0,360.19,15.62,17.77,2.41,0.0
20191015:1710,3525000.0,72.46,4.61,17.07,2.34,0.0
20191015:1810,0.0,0.0,0.0,15.87,2.0,0.0
20191015:1910,0.0,0.0,0.0,14.54,2.07,0.0
20191015:2010,0.0,0.0,0.0,13.64,1.93,0.0
20191015:2110,0.0,0.0,0.0,12.87,1.79,0.0
20191015:2210,0.0,0.0,0.0,12.22,1.72,0.0
20191015:2310,0.0,0.0,0.0,11.24,1.52,0.0
20191016:0010,0.0,0.0,0.0,10.6,1.17,0.0
20191016:0110,0.0,0.0,0.0,11.26,0.76,0.0
20191016:0210,0.0,0.0,0.0,11.08,0.41,0.0
20191016:0310,0.0,0.0,0.0,10.77,0.28,0.0
20191016:0410,0.0,0.0,0.0,10.47,0.21,0.0
20191016:0510,0.0,0.0,0.0,10.2,0.28,0.0
20191016:0610,0.0,0.0,0.0,9.94,0.34,0.0
20191016:0710,13337000.0,181.49,7.59,9.02,0.41,0.0
20191016:0810,36805000.0,452.55,18.36,10.84,0.07,0.0
20191016:0910,54537000.0,683.8,28.04,13.51,0.34,0.0
20191016:1010,68567000.0,884.47,35.91,15.52,0.76,0.0
20191016:1110,72937000.0,948.44,41.03,17.24,1.31,0.0
20191016:1210,74795000.0,975.9,42.46,18.69,1.72,0.0
20191016:1310,69446000.0,897.57,39.89,19.79,2.0,0.0
20191016:1410,54059000.0,684.9,33.86,20.46,2.14,0.0
20191016:1510,40020000.0,504.13,25.38,20.66,2.14,0.0
20191016:1610,23766000.0,311.94,15.33,20.35,2.21,0.0
20191016:1710,2671000.0,57.26,4.33,19.5,1.93,0.0
20191016:1810,0.0,0.0,0.0,18.13,1.52,0.0
20191016:1910,0.0,0.0,0.0,17.0,1.79,0.0
20191016:2010,0.0,0.0,0.0,15.43,1.45,0.0
20191016:2110,0.0,0.0,0.0,14.34,1.03,0.0
20191016:2210,0.0,0.0,0.0,14.82,0.62,0.0
20191016:2310,0.0,0.0,0.0,14.14,0.48,0.0
20191017:0010,0.0,0.0,0.0,13.53,0.55,0.0
20191017:0110,0.0,0.0,0.0,12.99,0.76,0.0
20191017:0210,0.0,0.0,0.0,12.62,0.55,0.0
20191017:0310,0.0,0.0,0.0,12.17,0.62,0.0
20191017:0410,0.0,0.0,0.0,11.85,0.69,0.0
20191017:0510,0.0,0.0,0.0,11.55,0.76,0.0
20191017:0610,0.0,0.0,0.0,11.31,0.69,0.0
20191017:0710,11897000.0,163.71,7.38,9.69,0.83,0.0
20191017:0810,36056000.0,442.25,18.13,11.46,0.48,0.0
20191017:0910,49277000.0,609.56,27.77,15.12,1.31,0.0
20191017:1010,58026000.0,727.03,35.6,17.01,1.93,0.0
20191017:1110,63455000.0,807.8,40.68,18.7,2.07,0.0
20191017:1210,69794000.0,903.57,42.09,20.26,2.14,0.0
20191017:1310,38659000.0,487.48,39.52,21.09,2.41,0.0
20191017:1410,57958000.0,737.2,33.52,21.6,2.55,0.0
20191017:1510,44297000.0,559.63,25.07,21.81,2.55,0.0
20191017:1610,23373000.0,308.31,15.04,21.31,2.48,0.0
20191017:1710,2245000.0,50.14,4.06,20.53,2.41,0.0
20191017:1810,0.0,0.0,0.0,19.05,2.07,0.0
20191017:1910,0.0,0.0,0.0,18.49,1.52,0.0
20191017:2010,0.0,0.0,0.0,17.24,1.31,0.0
20191017:2110,0.0,0.0,0.0,16.07,1.24,0.0
20191017:2210,0.0,0.0,0.0,14.95,1.38,0.0
20191017:2310,0.0,0.0,0.0,14.12,1.38,0.0
20191018:0010,0.0,0.0,0.0,13.57,1.24,0.0
20191018:0110,0.0,0.0,0.0,13.39,1.03,0.0
20191018:0210,0.0,0.0,0.0,13.34,0.97,0.0
20191018:0310,0.0,0.0,0.0,13.65,0.76,0.0
20191018:0410,0.0,0.0,0.0,13.87,0.69,0.0
20191018:0510,0.0,0.0,0.0,13.84,0.69,0.0
20191018:0610,0.0,0.0,0.0,13.65,0.83,0.0
20191018:0710,4768000.0,74.93,7.17,13.44,1.1,0.0
20191018:0810,21669000.0,272.57,17.9,15.23,1.38,0.0
20191018:0910,37458000.0,461.6,27.5,16.81,2.14,0.0
20191018:1010,35786000.0,442.24,35.29,17.77,2.97,0.0
20191018:1110,38800000.0,481.65,40.33,19.04,3.38,0.0
20191018:1210,66870000.0,846.51,41.73,19.42,3.17,0.0
20191018:1310,41187000.0,513.29,39.16,20.48,3.72,0.0
20191018:1410,33790000.0,421.77,33.18,20.67,3.93,0.0
20191018:1510,25882000.0,327.01,24.76,20.87,3.93,0.0
20191018:1610,13096000.0,177.84,14.75,20.65,3.86,0.0
20191018:1710,483000.0,15.76,3.79,20.02,3.17,0.0
20191018:1810,0.0,0.0,0.0,18.77,2.76,0.0
20191018:1910,0.0,0.0,0.0,18.9,3.17,0.0
20191018:2010,0.0,0.0,0.0,18.06,3.1,0.0
20191018:2110,0.0,0.0,0.0,17.3,2.9,0.0
20191018:2210,0.0,0.0,0.0,16.86,2.62,0.0
20191018:2310,0.0,0.0,0.0,16.43,2.55,0.0
20191019:0010,0.0,0.0,0.0,15.67,2.21,0.0
20191019:0110,0.0,0.0,0.0,15.12,1.93,0.0
20191019:0210,0.0,0.0,0.0,15.05,1.59,0.0
20191019:0310,0.0,0.0,0.0,14.66,1.31,0.0
20191019:0410,0.0,0.0,0.0,14.51,1.17,0.0
20191019:0510,0.0,0.0,0.0,14.3,1.31,0.0
20191019:0610,0.0,0.0,0.0,14.0,1.24,0.0
20191019:0710,2700000.0,47.55,6.96,13.79,1.79,0.0
20191019:0810,9012000.0,123.44,17.66,14.01,1.79,0.0
20191019:0910,15698000.0,201.77,27.23,15.41,3.24,0.0
20191019:1010,22579000.0,282.61,34.98,16.7,4.41,0.0
20191019:1110,22554000.0,282.81,39.99,16.93,4.83,0.0
20191019:1210,52387000.0,636.4,41.36,17.26,5.93,0.0
20191019:1310,25364000.0,316.64,38.8,18.46,6.07,0.0
20191019:1410,23449000.0,294.89,32.85,19.28,5.93,0.0
20191019:1510,16516000.0,213.77,24.45,19.12,5.45,0.0
20191019:1610,11912000.0,161.1,14.47,17.82,4.69,0.0
20191019:1710,1903000.0,44.51,3.52,17.31,4.07,0.0
20191019:1810,0.0,0.0,0.0,16.58,4.48,0.0
20191019:1910,0.0,0.0,0.0,16.35,5.17,0.0
20191019:2010,0.0,0.0,0.0,15.34,5.59,0.0
20191019:2110,0.0,0.0,0.0,14.95,4.97,0.0
20191019:2210,0.0,0.0,0.0,14.63,4.69,0.0
20191019:2310,0.0,0.0,0.0,13.77,4.55,0.0
20191020:0010,0.0,0.0,0.0,12.38,4.21,0.0
20191020:0110,0.0,0.0,0.0,11.18,3.52,0.0
20191020:0210,0.0,0.0,0.0,10.58,3.1,0.0
20191020:0310,0.0,0.0,0.0,10.1,2.83,0.0
20191020:0410,0.0,0.0,0.0,9.7,2.34,0.0
20191020:0510,0.0,0.0,0.0,9.56,2.28,0.0
20191020:0610,0.0,0.0,0.0,9.36,2.48,0.0
20191020:0710,10004000.0,139.51,6.75,9.5,2.69,0.0
20191020:0810,10666000.0,140.0,17.43,9.81,2.83,0.0
20191020:0910,14920000.0,188.71,26.97,10.29,2.97,0.0
20191020:1010,25222000.0,306.17,34.68,10.89,3.45,0.0
20191020:1110,15155000.0,192.81,39.64,11.72,3.66,0.0
20191020:1210,23140000.0,284.63,41.0,12.37,3.93,0.0
20191020:1310,25236000.0,309.95,38.45,13.57,4.0,0.0
20191020:1410,16367000.0,208.56,32.52,14.18,3.79,0.0
20191020:1510,19199000.0,240.62,24.15,14.07,3.52,0.0
20191020:1610,12620000.0,167.09,14.19,13.74,3.38,0.0
20191020:1710,1464000.0,35.76,3.26,13.13,2.97,0.0
20191020:1810,0.0,0.0,0.0,12.03,1.93,0.0
20191020:1910,0.0,0.0,0.0,11.21,1.66,0.0
20191020:2010,0.0,0.0,0.0,10.53,1.1,0.0
20191020:2110,0.0,0.0,0.0,9.78,0.9,0.0
20191020:2210,0.0,0.0,0.0,9.94,0.62,0.0
20191020:2310,0.0,0.0,0.0,9.61,0.62,0.0
20191021:0010,0.0,0.0,0.0,8.81,0.83,0.0
20191021:0110,0.0,0.0,0.0,8.38,0.83,0.0
20191021:0210,0.0,0.0,0.0,8.5,0.69,0.0
20191021:0310,0.0,0.0,0.0,8.42,0.55,0.0
20191021:0410,0.0,0.0,0.0,8.15,0.62,0.0
20191021:0510,0.0,0.0,0.0,7.95,0.55,0.0
20191021:0610,0.0,0.0,0.0,7.79,0.62,0.0
20191021:0710,12547000.0,170.48,6.54,7.12,0.55,0.0
20191021:0810,37794000.0,458.89,17.19,8.67,0.28,0.0
20191021:0910,57525000.0,709.25,26.7,10.28,0.55,0.0
20191021:1010,41765000.0,508.96,34.37,11.67,0.97,0.0
20191021:1110,23295000.0,290.49,39.3,13.11,1.03,0.0
20191021:1210,55506000.0,696.73,40.64,13.95,0.76,0.0
20191021:1310,55070000.0,695.03,38.09,14.61,0.55,0.0
20191021:1410,8602000.0,119.58,32.19,14.99,0.55,0.0
20191021:1510,16760000.0,215.59,23.84,15.02,0.55,0.0
20191021:1610,8611000.0,120.05,13.91,14.03,0.34,0.0
20191021:1710,761000.0,21.93,3.0,13.07,0.62,0.0
20191021:1810,0.0,0.0,0.0,12.55,1.1,0.0
20191021:1910,0.0,0.0,0.0,11.42,0.28,0.0
20191021:2010,0.0,0.0,0.0,10.91,0.62,0.0
20191021:2110,0.0,0.0,0.0,10.36,0.76,0.0
20191021:2210,0.0,0.0,0.0,9.45,0.97,0.0
20191021:2310,0.0,0.0,0.0,8.77,1.03,0.0
20191022:0010,0.0,0.0,0.0,8.26,1.17,0.0
20191022:0110,0.0,0.0,0.0,7.9,1.24,0.0
20191022:0210,0.0,0.0,0.0,7.78,1.17,0.0
20191022:0310,0.0,0.0,0.0,7.53,1.31,0.0
20191022:0410,0.0,0.0,0.0,7.64,1.45,0.0
20191022:0510,0.0,0.0,0.0,7.7,1.24,0.0
20191022:0610,0.0,0.0,0.0,7.69,1.17,0.0
20191022:0710,757000.0,19.47,6.33,7.59,1.24,0.0
20191022:0810,14741000.0,186.23,16.96,8.92,1.17,0.0
20191022:0910,20262000.0,249.43,26.43,10.51,2.41,0.0
20191022:1010,18807000.0,234.25,34.06,11.79,3.59,0.0
20191022:1110,43963000.0,527.86,38.96,12.27,3.38,0.0
20191022:1210,63622000.0,772.26,40.28,12.72,3.59,0.0
20191022:1310,53606000.0,646.12,37.74,12.72,3.45,0.0
20191022:1410,30257000.0,368.12,31.86,13.37,2.97,0.0
20191022:1510,43452000.0,526.14,23.55,13.25,2.69,0.0
20191022:1610,23610000.0,299.82,13.64,12.87,2.83,0.0
20191022:1710,874000.0,24.86,2.75,12.07,2.48,0.0
20191022:1810,0.0,0.0,0.0,11.0,2.14,0.0
20191022:1910,0.0,0.0,0.0,10.77,1.17,0.0
20191022:2010,0.0,0.0,0.0,10.04,1.03,0.0
